id,Seq_tag,Predict
1,A,5
2,A,5
3,A,5
4,A,5
5,A,5
6,A,5
7,A,5
8,A,5
9,A,5
10,A,5
11,A,5
12,A,5
13,A,5
14,A,5
15,A,5
16,A,5
17,A,5
18,A,5
19,A,5
20,A,5
21,A,5
22,A,5
23,A,5
24,A,5
25,A,5
26,A,5
27,A,5
28,A,5
29,A,5
30,A,5
31,A,5
32,A,5
33,A,5
34,A,5
35,A,5
36,A,5
37,A,5
38,A,5
39,A,5
40,A,5
41,A,5
42,A,5
43,A,5
44,A,5
45,A,5
46,A,5
47,A,5
48,A,5
49,A,5
50,A,5
51,A,5
52,A,5
53,A,5
54,A,5
55,A,5
56,A,5
57,A,5
58,A,5
59,A,5
60,A,5
61,A,5
62,A,5
63,A,5
64,A,5
65,A,5
66,A,5
67,A,5
68,A,5
69,A,5
70,A,5
71,A,5
72,A,5
73,A,5
74,A,5
75,A,5
76,A,5
77,A,5
78,A,5
79,A,5
80,A,5
81,A,5
82,A,5
83,A,5
84,A,5
85,A,5
86,A,5
87,A,5
88,A,5
89,A,5
90,A,5
91,A,5
92,A,5
93,A,5
94,A,5
95,A,5
96,A,5
97,A,5
98,A,5
99,A,5
100,A,5
101,A,5
102,A,5
103,A,5
104,A,5
105,A,5
106,A,5
107,A,5
108,A,5
109,A,5
110,A,5
111,A,5
112,A,5
113,A,5
114,A,5
115,A,5
116,A,5
117,A,5
118,A,5
119,A,5
120,A,5
121,A,5
122,A,5
123,A,5
124,A,5
125,A,5
126,A,5
127,A,5
128,A,5
129,A,5
130,A,5
131,A,5
132,A,5
133,A,5
134,A,5
135,A,5
136,A,5
137,A,5
138,A,5
139,A,5
140,A,5
141,A,5
142,A,5
143,A,5
144,A,5
145,A,5
146,A,5
147,A,5
148,A,5
149,A,5
150,A,5
151,A,5
152,A,5
153,A,5
154,A,5
155,A,5
156,A,5
157,A,5
158,A,5
159,A,5
160,A,5
161,A,5
162,A,5
163,A,5
164,A,5
165,A,5
166,A,5
167,A,5
168,A,5
169,A,5
170,A,5
171,A,5
172,A,5
173,A,5
174,A,5
175,A,5
176,A,5
177,A,5
178,A,5
179,A,5
180,A,5
181,A,5
182,A,5
183,A,5
184,A,5
185,A,5
186,A,5
187,A,5
188,A,5
189,A,5
190,A,5
191,A,5
192,A,5
193,A,5
194,A,5
195,A,5
196,A,5
197,A,5
198,A,5
199,A,5
200,A,5
201,A,5
202,A,5
203,A,5
204,A,5
205,A,5
206,A,5
207,A,5
208,A,5
209,A,5
210,A,5
211,A,5
212,A,5
213,A,5
214,A,5
215,A,5
216,A,5
217,A,5
218,A,5
219,A,5
220,A,5
221,A,5
222,A,5
223,A,5
224,A,5
225,A,5
226,A,5
227,A,5
228,A,5
229,A,5
230,A,5
