id,Seq_tag,Predict
1,A,16.44
2,A,16.44
3,A,16.44
4,A,16.44
5,A,16.44
6,A,16.44
7,A,16.44
8,A,16.44
9,A,16.44
10,A,16.44
11,A,16.44
12,A,16.44
13,A,16.44
14,A,16.44
15,A,16.44
16,A,16.44
17,A,16.44
18,A,16.44
19,A,16.44
20,A,16.44
21,A,16.44
22,A,16.44
23,A,16.44
24,A,16.44
25,A,16.44
26,A,16.44
27,A,16.44
28,A,16.44
29,A,16.44
30,A,16.44
31,A,16.44
32,A,16.44
33,A,16.44
34,A,16.44
35,A,16.44
36,A,16.44
37,A,16.44
38,A,16.44
39,A,16.44
40,A,16.44
41,A,16.44
42,A,16.44
43,A,16.44
44,A,16.44
45,A,16.44
46,A,16.44
47,A,16.44
48,A,16.44
49,A,16.44
50,A,16.44
51,A,16.44
52,A,16.44
53,A,16.44
54,A,16.44
55,A,16.44
56,A,16.44
57,A,16.44
58,A,16.44
59,A,16.44
60,A,16.44
61,A,16.44
62,A,16.44
63,A,16.44
64,A,16.44
65,A,16.44
66,A,16.44
67,A,16.44
68,A,16.44
69,A,16.44
70,A,16.44
71,A,16.44
72,A,16.44
73,A,16.44
74,A,16.44
75,A,16.44
76,A,16.44
77,A,16.44
78,A,16.44
79,A,16.44
80,A,16.44
81,A,16.44
82,A,16.44
83,A,16.44
84,A,16.44
85,A,16.44
86,A,16.44
87,A,10.370999999999999
88,A,10.370999999999999
89,A,10.370999999999999
90,A,10.370999999999999
91,A,10.482
92,A,10.370999999999999
93,A,10.370999999999999
94,A,10.370999999999999
95,A,10.370999999999999
96,A,10.370999999999999
97,A,10.435
98,A,10.435
99,A,10.435
100,A,10.435
101,A,10.435
102,A,10.435
103,A,10.435
104,A,10.435
105,A,10.435
106,A,10.435
107,A,10.435
108,A,10.435
109,A,10.435
110,A,10.435
111,A,10.435
112,A,10.435
113,A,10.435
114,A,10.435
115,A,10.435
116,A,10.435
117,A,10.435
118,A,10.435
119,A,10.435
120,A,10.435
121,A,10.435
122,A,10.435
123,A,10.435
124,A,10.435
125,A,10.435
126,A,8.418
127,A,8.418
128,A,8.418
129,A,8.418
130,A,8.418
