id,Seq_tag,Predict
1,A,15.145999999999999
2,A,15.145999999999999
3,A,15.145999999999999
4,A,15.145999999999999
5,A,15.145999999999999
6,A,15.145999999999999
7,A,15.145999999999999
8,A,15.145999999999999
9,A,15.145999999999999
10,A,15.145999999999999
11,A,15.145999999999999
12,A,15.145999999999999
13,A,15.145999999999999
14,A,15.145999999999999
15,A,15.145999999999999
16,A,15.145999999999999
17,A,15.145999999999999
18,A,15.145999999999999
19,A,15.145999999999999
20,A,15.145999999999999
21,A,15.145999999999999
22,A,15.145999999999999
23,A,15.145999999999999
24,A,15.145999999999999
25,A,15.145999999999999
26,A,15.145999999999999
27,A,15.145999999999999
28,A,15.145999999999999
29,A,15.145999999999999
30,A,15.145999999999999
31,A,15.145999999999999
32,A,15.145999999999999
33,A,15.145999999999999
34,A,15.145999999999999
35,A,15.145999999999999
36,A,15.145999999999999
37,A,15.145999999999999
38,A,15.145999999999999
39,A,15.145999999999999
40,A,15.145999999999999
41,A,15.145999999999999
42,A,15.145999999999999
43,A,15.145999999999999
44,A,15.145999999999999
45,A,15.145999999999999
46,A,15.145999999999999
47,A,15.145999999999999
48,A,15.145999999999999
49,A,15.145999999999999
50,A,15.145999999999999
51,A,15.145999999999999
52,A,15.145999999999999
53,A,15.145999999999999
54,A,15.145999999999999
55,A,15.145999999999999
56,A,15.145999999999999
57,A,15.145999999999999
58,A,15.145999999999999
59,A,15.145999999999999
60,A,15.145999999999999
61,A,15.145999999999999
62,A,15.145999999999999
63,A,15.145999999999999
64,A,15.145999999999999
65,A,15.145999999999999
66,A,15.145999999999999
67,A,15.145999999999999
68,A,15.145999999999999
69,A,15.145999999999999
70,A,15.145999999999999
71,A,15.145999999999999
72,A,15.145999999999999
73,A,15.145999999999999
74,A,15.145999999999999
75,A,15.145999999999999
76,A,15.145999999999999
77,A,15.145999999999999
78,A,15.145999999999999
79,A,15.145999999999999
80,A,15.145999999999999
81,A,15.145999999999999
82,A,15.145999999999999
83,A,15.145999999999999
84,A,15.145999999999999
85,A,15.145999999999999
86,A,15.145999999999999
87,A,9.734
88,A,9.734
89,A,9.734
90,A,9.734
91,A,9.734
92,A,9.734
93,A,9.734
94,A,9.734
95,A,9.734
96,A,9.734
97,A,9.734
98,A,9.734
99,A,9.734
100,A,9.734
101,A,9.734
102,A,9.734
103,A,9.734
104,A,9.734
105,A,9.734
106,A,9.734
107,A,9.479
108,A,9.479
109,A,9.479
110,A,9.479
111,A,9.399
112,A,9.399
113,A,9.158
114,A,9.158
115,A,9.126
116,A,9.126
117,A,9.126
118,A,9.126
119,A,9.126
120,A,9.126
121,A,9.126
122,A,9.126
123,A,9.126
124,A,9.126
125,A,9.126
126,A,9.126
127,A,9.126
128,A,9.126
129,A,9.126
130,A,9.126
131,A,9.126
132,A,9.126
133,A,9.126
134,A,9.126
135,A,9.126
136,A,9.126
137,A,9.126
138,A,9.126
139,A,9.126
140,A,9.126
141,A,9.126
142,A,9.126
143,A,9.126
144,A,9.126
145,A,9.126
146,A,9.126
147,A,9.126
148,A,9.126
149,A,9.126
150,A,9.126
151,A,9.126
152,A,9.126
153,A,9.126
154,A,9.126
155,A,9.126
156,A,9.126
157,A,9.126
158,A,9.126
159,A,9.126
160,A,9.126
161,A,9.126
162,A,9.126
163,A,9.126
164,A,9.126
165,A,9.126
166,A,9.126
167,A,9.126
168,A,9.126
169,A,9.126
170,A,9.126
171,A,9.126
172,A,9.126
173,A,9.126
174,A,9.126
175,A,9.126
176,A,9.126
177,A,9.126
178,A,9.126
179,A,9.126
180,A,9.126
181,A,8.642999999999999
182,A,8.642999999999999
183,A,9.094
184,A,9.094
185,A,8.642999999999999
186,A,9.094
187,A,9.094
188,A,9.094
189,A,8.642999999999999
190,A,8.642999999999999
191,A,8.642999999999999
192,A,8.642999999999999
193,A,8.642999999999999
194,A,8.642999999999999
195,A,8.642999999999999
196,A,8.642999999999999
197,A,8.642999999999999
198,A,8.642999999999999
199,A,8.642999999999999
200,A,8.642999999999999
201,A,8.642999999999999
202,A,8.642999999999999
203,A,8.642999999999999
204,A,8.642999999999999
205,A,8.642999999999999
206,A,8.676
207,A,8.676
208,A,8.676
209,A,8.676
210,A,8.676
211,A,8.676
212,A,8.676
213,A,8.676
214,A,8.676
215,A,8.676
216,A,8.676
217,A,8.676
218,A,8.676
219,A,8.676
220,A,8.676
221,A,8.676
222,A,8.676
223,A,8.676
224,A,8.676
225,A,8.676
226,A,8.676
227,A,8.676
228,A,8.676
229,A,8.676
230,A,8.676
231,A,8.676
232,A,8.676
233,A,8.676
234,A,8.676
235,A,8.676
236,A,8.676
237,A,8.676
238,A,8.837
239,A,8.837
240,A,8.837
241,A,8.837
242,A,8.837
243,A,8.837
244,A,8.837
245,A,8.837
246,A,8.837
247,A,8.837
248,A,8.837
249,A,8.837
250,A,8.837
251,A,8.837
252,A,8.837
253,A,8.837
254,A,8.837
255,A,8.837
256,A,8.837
257,A,8.837
258,A,8.837
259,A,8.837
260,A,8.837
261,A,8.837
262,A,8.837
263,A,8.837
264,A,8.837
265,A,8.837
266,A,8.837
267,A,8.837
268,A,8.837
269,A,8.837
270,A,8.676
271,A,8.676
272,A,8.676
273,A,8.676
274,A,8.676
275,A,8.676
276,A,8.676
277,A,8.676
278,A,8.642999999999999
279,A,8.642999999999999
280,A,8.642999999999999
281,A,8.642999999999999
282,A,8.642999999999999
283,A,8.642999999999999
284,A,8.642999999999999
285,A,8.642999999999999
286,A,8.642999999999999
287,A,8.642999999999999
288,A,8.642999999999999
289,A,8.642999999999999
290,A,8.642999999999999
291,A,8.642999999999999
292,A,8.642999999999999
293,A,8.642999999999999
294,A,8.642999999999999
295,A,8.642999999999999
296,A,8.642999999999999
297,A,8.642999999999999
298,A,8.642999999999999
299,A,8.642999999999999
300,A,8.642999999999999
301,A,8.642999999999999
302,A,8.642999999999999
303,A,8.642999999999999
304,A,8.642999999999999
305,A,8.642999999999999
306,A,8.642999999999999
307,A,8.642999999999999
308,A,8.642999999999999
309,A,8.642999999999999
310,A,8.642999999999999
311,A,8.837
312,A,8.837
313,A,8.837
314,A,8.837
315,A,8.837
316,A,8.837
317,A,8.869
318,A,8.869
319,A,8.869
320,A,8.869
321,A,9.399
322,A,9.399
