id,Seq_tag,Predict
1,A,13.676000000000002
2,A,13.676000000000002
3,A,13.676000000000002
4,A,13.676000000000002
5,A,13.676000000000002
6,A,13.676000000000002
7,A,13.676000000000002
8,A,13.676000000000002
9,A,14.1588
10,A,14.1588
11,A,14.1588
12,A,14.1588
13,A,14.1588
14,A,14.1588
15,A,14.1588
16,A,14.1588
17,A,14.1588
18,A,14.158599999999998
19,A,14.158599999999998
20,A,14.052600000000002
21,A,14.052600000000002
22,A,14.052600000000002
23,A,14.052599999999998
24,A,14.067599999999999
25,A,14.067599999999999
26,A,14.067599999999999
27,A,14.067599999999999
28,A,14.067599999999999
29,A,14.067599999999999
30,A,14.067599999999999
31,A,14.067599999999999
32,A,14.067599999999999
33,A,14.067599999999999
34,A,14.067599999999999
35,A,13.9232
36,A,13.125200000000001
37,A,13.125200000000001
38,A,13.125200000000001
39,A,13.125200000000001
40,A,13.125200000000001
41,A,13.125200000000001
42,A,13.125200000000001
43,A,13.125200000000001
44,A,13.125200000000001
45,A,13.125200000000001
46,A,13.125200000000001
47,A,13.125200000000001
48,A,13.125200000000001
49,A,13.125200000000001
50,A,13.125200000000001
51,A,13.125200000000001
52,A,13.125200000000001
53,A,13.125200000000001
54,A,13.125200000000001
55,A,13.125200000000001
56,A,13.125200000000001
57,A,13.125200000000001
58,A,13.086000000000002
59,A,13.086000000000002
60,A,13.086000000000002
61,A,13.086000000000002
62,A,13.086000000000002
63,A,13.028200000000002
64,A,13.028200000000002
65,A,13.028200000000002
66,A,13.028200000000002
67,A,13.028200000000002
68,A,13.028200000000002
69,A,13.028200000000002
70,A,13.040400000000002
71,A,13.040400000000002
72,A,13.040400000000002
73,A,13.040400000000002
74,A,13.040400000000002
75,A,13.040400000000002
76,A,13.040400000000002
77,A,13.040400000000002
78,A,13.040400000000002
79,A,13.040400000000002
80,A,13.040400000000002
81,A,13.024800000000003
82,A,13.024800000000003
83,A,12.965200000000001
84,A,13.002199999999998
85,A,13.002199999999998
86,A,13.002199999999998
87,A,13.068099999999998
88,A,13.402899999999999
89,A,13.402899999999999
90,A,13.402899999999999
91,A,13.402899999999999
92,A,14.043600000000001
93,A,14.041300000000001
94,A,14.041300000000001
95,A,14.040899999999999
96,A,14.053199999999999
97,A,14.053199999999999
98,A,14.053199999999999
99,A,14.0501
100,A,14.3309
101,A,14.3309
102,A,14.3309
103,A,14.3309
104,A,14.3336
105,A,13.034600000000001
106,A,13.034600000000001
107,A,12.6201
108,A,12.6201
109,A,12.6201
110,A,12.6201
111,A,12.6201
112,A,12.6201
113,A,12.6201
114,A,12.6201
115,A,12.6201
116,A,12.6201
117,A,12.6201
118,A,12.6201
119,A,12.6201
120,A,12.6201
121,A,12.6201
122,A,12.653300000000002
123,A,12.653300000000002
124,A,12.653300000000002
125,A,10.459100000000001
126,A,10.459100000000001
127,A,10.459100000000001
128,A,10.459100000000001
129,A,10.459100000000001
130,A,10.459100000000001
131,A,10.459100000000001
132,A,10.4755
133,A,10.4755
134,A,10.4755
135,A,10.4755
136,A,10.4755
137,A,10.4755
138,A,10.4755
139,A,10.4219
140,A,10.4219
141,A,10.545
142,A,10.545
143,A,10.545
144,A,10.545
145,A,10.545
146,A,10.545
147,A,10.545
148,A,10.545
149,A,10.545
150,A,10.545
151,A,10.545
152,A,10.545
153,A,10.545
154,A,10.545
155,A,10.545
156,A,10.5459
157,A,10.5459
158,A,10.5459
159,A,10.5459
160,A,10.4228
161,A,10.4228
162,A,10.4228
163,A,10.4228
164,A,10.4228
165,A,10.4228
166,A,10.4228
167,A,10.4228
168,A,10.4228
169,A,10.4228
170,A,10.406400000000001
171,A,10.406400000000001
172,A,10.406400000000001
173,A,10.406400000000001
174,A,10.406400000000001
175,A,10.406600000000001
176,A,10.0104
177,A,10.0104
178,A,10.0104
179,A,10.0104
180,A,10.0104
181,A,10.0104
182,A,10.0104
183,A,10.0104
184,A,10.0104
185,A,10.0104
186,A,10.0104
187,A,10.0104
188,A,10.0104
189,A,10.0104
190,A,10.0104
191,A,10.0104
192,A,10.0104
193,A,10.0104
194,A,10.0104
195,A,10.0104
196,A,10.0104
197,A,10.0104
198,A,10.0104
199,A,10.0104
200,A,10.0104
201,A,10.0104
202,A,10.0104
203,A,10.0104
204,A,10.0186
205,A,10.0186
206,A,10.0074
207,A,10.0074
208,A,10.0074
209,A,10.0074
210,A,10.016699999999998
211,A,10.013399999999999
212,A,10.013399999999999
213,A,10.013399999999999
214,A,10.3698
215,A,10.336599999999999
216,A,10.369699999999998
217,A,10.373
218,A,10.373
219,A,10.373
220,A,10.373
221,A,10.373
222,A,10.373
223,A,9.920499999999999
224,A,9.920499999999999
225,A,9.920499999999999
226,A,9.920499999999999
227,A,9.920499999999999
228,A,9.920499999999999
229,A,9.920499999999999
230,A,9.920499999999999
231,A,9.920499999999999
232,A,9.920499999999999
233,A,9.920499999999999
234,A,9.920499999999999
235,A,9.920499999999999
236,A,9.920499999999999
237,A,9.863399999999999
238,A,9.863399999999999
239,A,9.863399999999999
240,A,9.863399999999999
241,A,9.863399999999999
242,A,9.863399999999999
243,A,9.863399999999999
244,A,9.817199999999998
245,A,9.817199999999998
246,A,9.817199999999998
247,A,9.802099999999998
248,A,9.802099999999998
249,A,9.802099999999998
250,A,9.802099999999998
251,A,9.802099999999998
252,A,8.763699999999998
253,A,8.763699999999998
254,A,8.763699999999998
255,A,8.763699999999998
256,A,8.763699999999998
257,A,8.763699999999998
258,A,8.763699999999998
259,A,8.763699999999998
260,A,8.763699999999998
261,A,8.763699999999998
262,A,8.763699999999998
263,A,8.763699999999998
264,A,8.763699999999998
265,A,8.763699999999998
266,A,8.470899999999999
267,A,8.470899999999999
268,A,8.4468
269,A,8.4468
270,A,8.4408
271,A,8.4408
272,A,8.4635
273,A,8.069899999999999
274,A,8.069899999999999
275,A,8.069899999999999
276,A,8.069899999999999
277,A,8.069899999999999
278,A,8.23085
279,A,8.23085
280,A,8.23085
281,A,8.23085
282,A,8.23085
283,A,8.23085
284,A,8.23085
285,A,8.23085
286,A,8.23085
287,A,8.23085
288,A,8.23085
289,A,8.23085
290,A,8.23085
291,A,8.2292
292,A,8.2292
293,A,8.2264
294,A,8.308
295,A,7.091749999999999
296,A,7.091749999999999
297,A,7.091749999999999
298,A,7.091749999999999
299,A,7.091749999999999
300,A,7.091749999999999
301,A,7.091749999999999
302,A,7.091749999999999
303,A,7.109699999999999
304,A,7.109699999999999
305,A,7.109699999999999
306,A,7.109699999999999
307,A,7.109699999999999
308,A,7.109699999999999
309,A,7.109699999999999
310,A,7.109699999999999
311,A,7.109699999999999
312,A,7.109699999999999
313,A,7.6175000000000015
314,A,7.6175000000000015
315,A,7.6175000000000015
316,A,7.6175000000000015
317,A,7.6175000000000015
318,A,7.637199999999998
319,A,7.637199999999998
320,A,7.637199999999998
321,A,7.637199999999998
322,A,7.601299999999999
323,A,7.601299999999999
324,A,8.185500000000001
325,A,8.262
326,A,8.262
327,A,9.1302
328,A,9.1302
329,A,9.4819
330,A,9.4819
331,A,10.582400000000002
332,A,10.582400000000002
333,A,10.582400000000002
334,A,10.582400000000002
335,A,10.582400000000002
336,A,10.582400000000002
337,A,10.587100000000001
338,A,10.644200000000001
