id,Seq_tag,Predict
1,A,14.793899999999999
2,A,14.793899999999999
3,A,14.793899999999999
4,A,14.793899999999999
5,A,14.793899999999999
6,A,14.793899999999999
7,A,14.793899999999999
8,A,14.793899999999999
9,A,14.793899999999999
10,A,14.8667
11,A,14.8667
12,A,14.8667
13,A,14.8667
14,A,14.8667
15,A,14.793899999999999
16,A,14.8486
17,A,14.8486
18,A,14.8486
19,A,14.8486
20,A,14.615199999999998
21,A,14.615199999999998
22,A,14.615199999999998
23,A,14.615199999999998
24,A,14.5792
25,A,14.5792
26,A,14.5792
27,A,14.5792
28,A,14.5792
29,A,14.5792
30,A,14.5792
31,A,14.5792
32,A,14.5792
33,A,14.5792
34,A,14.5792
35,A,14.5792
36,A,14.5792
37,A,14.5792
38,A,14.5792
39,A,14.5792
40,A,14.5792
41,A,14.5792
42,A,14.5792
43,A,14.5792
44,A,14.5792
45,A,14.5792
46,A,14.5792
47,A,14.5792
48,A,14.5792
49,A,14.5792
50,A,14.5792
51,A,14.5612
52,A,14.5612
53,A,14.5612
54,A,14.5612
55,A,14.5522
56,A,14.5522
57,A,14.5522
58,A,14.4977
59,A,14.4977
60,A,14.4977
61,A,14.452100000000002
62,A,14.452100000000002
63,A,14.406500000000003
64,A,14.406500000000003
65,A,14.391300000000001
66,A,14.391300000000001
67,A,14.08005
68,A,14.08005
69,A,14.08005
70,A,14.046850000000001
71,A,14.046850000000001
72,A,14.046850000000001
73,A,13.969550000000002
74,A,13.969550000000002
75,A,13.9649
76,A,13.9649
77,A,13.9339
78,A,13.9339
79,A,13.9339
80,A,13.9339
81,A,13.9339
82,A,13.9339
83,A,13.9339
84,A,13.474100000000002
85,A,13.474100000000002
86,A,13.474100000000002
87,A,10.828
88,A,10.877600000000001
89,A,10.4358
90,A,10.4358
91,A,9.356866666666667
92,A,9.356866666666667
93,A,9.355766666666668
94,A,9.355766666666668
95,A,9.348500000000001
96,A,9.348500000000001
97,A,9.348500000000001
98,A,9.3358
99,A,9.3358
100,A,9.3358
101,A,9.3358
102,A,9.3346
103,A,9.216800000000001
104,A,9.216800000000001
105,A,9.210400000000002
106,A,9.210400000000002
107,A,9.169
108,A,9.169
109,A,9.169
110,A,9.169
111,A,9.0023
112,A,9.0023
113,A,9.0023
114,A,9.0023
115,A,9.0023
116,A,9.0023
117,A,8.877500000000001
118,A,8.877500000000001
119,A,8.639500000000002
120,A,8.639500000000002
121,A,8.639500000000002
122,A,8.4997
123,A,8.3785
124,A,8.3785
125,A,8.3765
126,A,8.229800000000001
127,A,8.229800000000001
128,A,8.229800000000001
129,A,8.229800000000001
130,A,8.229800000000001
131,A,8.2233
132,A,8.258700000000001
133,A,8.2514
134,A,8.2514
135,A,7.8773
136,A,7.8773
137,A,7.8773
138,A,7.8773
139,A,7.8773
140,A,7.7333
141,A,7.7333
142,A,7.6781999999999995
143,A,7.6781999999999995
144,A,7.6781999999999995
145,A,7.6781999999999995
146,A,7.6781999999999995
147,A,7.662000000000001
148,A,7.662000000000001
149,A,7.662000000000001
150,A,7.636
151,A,7.636
152,A,7.6327
153,A,7.6327
154,A,7.600199999999999
155,A,7.600199999999999
156,A,7.600199999999999
157,A,7.600199999999999
158,A,7.600199999999999
159,A,7.486
160,A,7.486
161,A,7.486
162,A,7.486
163,A,7.486
164,A,7.486
165,A,7.486
166,A,7.486
167,A,7.486
168,A,7.486
169,A,7.486
170,A,7.4506
171,A,7.4506
172,A,7.4506
173,A,7.4506
174,A,7.4506
175,A,7.4506
176,A,7.4506
177,A,7.4506
178,A,7.4506
179,A,7.4506
180,A,7.4506
181,A,7.4506
182,A,7.4506
183,A,7.4506
184,A,7.4506
185,A,7.4506
186,A,7.4506
187,A,7.4506
188,A,7.4506
189,A,7.4571
190,A,7.4571
191,A,7.4506
192,A,7.3569
193,A,7.3569
194,A,7.3569
195,A,7.3569
196,A,7.3569
197,A,7.4171000000000005
198,A,7.4171000000000005
199,A,7.4171000000000005
200,A,7.4171000000000005
201,A,7.4171000000000005
202,A,7.4171000000000005
203,A,7.4106
204,A,7.4007000000000005
205,A,7.4007000000000005
206,A,7.303200000000001
207,A,7.303200000000001
208,A,7.303200000000001
209,A,7.303200000000001
210,A,7.303200000000001
211,A,7.3046999999999995
212,A,7.3046999999999995
213,A,7.3046999999999995
214,A,7.3046999999999995
215,A,7.357899999999999
216,A,7.357899999999999
217,A,7.343300000000001
218,A,7.343300000000001
219,A,7.343300000000001
220,A,7.31215
221,A,7.31215
222,A,7.31215
223,A,7.32675
224,A,7.32675
225,A,7.32675
226,A,7.32675
227,A,7.32675
228,A,7.32675
229,A,7.32675
230,A,7.15225
231,A,7.15225
232,A,7.15225
233,A,7.15225
234,A,7.15225
235,A,7.15225
236,A,7.15125
237,A,7.15125
238,A,7.15125
239,A,7.15125
240,A,7.15125
241,A,7.15125
242,A,7.15125
